Div. No.,Division Name,School No.,School Name,Low Grade,High Grade,Grade PK,Grade JK,Grade KG,Grade T1,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Grade PG,Total Full-Time,Part-time Students,Total Full-time & Part-time Students
14,Buchanan County Public Schools,990,GRUNDY HIGH,9,12,,,,,,,,,,,,,108,109,109,104,,430,0,430
14,Buchanan County Public Schools,120,HURLEY ELEM/MIDDLE,PK,7,16,,54,,45,59,42,34,58,46,54,,,,,,,408,0,408
14,Buchanan County Public Schools,"1,020",HURLEY HIGH,8,12,,,,,,,,,,,,44,58,45,45,42,,234,0,234
14,Buchanan County Public Schools,20,JM BEVINS ELEM,PK,5,17,,21,,12,16,9,13,16,,,,,,,,,104,0,104
14,Buchanan County Public Schools,"1,040",RIVERVIEW ELEM/MIDDLE,PK,8,44,,64,,76,70,82,81,77,86,100,89,,,,,,769,0,769
14,Buchanan County Public Schools,"1,041",TWIN VALLEY ELEM/MIDDLE,PK,7,11,,45,,47,41,38,50,52,51,44,,,,,,,379,0,379
14,Buchanan County Public Schools,"1,042",TWIN VALLEY HIGH,8,12,,,,,,,,,,,,57,44,41,52,52,,246,0,246
15,Buckingham County Public Schools,724,BUCKINGHAM CO ELEM,3,5,,,,,,,168,178,144,,,,,,,,,490,0,490
15,Buckingham County Public Schools,20,BUCKINGHAM CO PRE SCH CTR,PK,PK,115,,,,,,,,,,,,,,,,,115,0,115
15,Buckingham County Public Schools,723,BUCKINGHAM CO PRIMARY,KG,2,,,151,,163,166,,,,,,,,,,,,480,0,480
15,Buckingham County Public Schools,721,BUCKINGHAM CO. MIDDLE,6,8,,,,,,,,,,154,128,147,,,,,,429,0,429
15,Buckingham County Public Schools,700,BUCKINGHAM COUNTY HIGH,9,12,,,,,,,,,,,,,155,130,126,129,,540,0,540
103,Buena Vista City Public Schools,40,ENDERLY HEIGHTS ELEM,3,5,,,,,,,66,68,60,,,,,,,,,194,0,194
103,Buena Vista City Public Schools,70,FW KLING JR ELEM,PK,2,26,,63,,62,66,,,,,,,,,,,,217,0,217
103,Buena Vista City Public Schools,62,PARRY MCCLUER HIGH,8,12,,,,,,,,,,,,70,64,108,61,91,,394,0,394
103,Buena Vista City Public Schools,61,PARRY MCCLUER MIDDLE,6,7,,,,,,,,,,79,75,,,,,,,154,0,154
16,Campbell County Public Schools,560,ALTAVISTA ELEM,PK,5,40,,74,,78,67,95,97,78,,,,,,,,,529,0,529
16,Campbell County Public Schools,200,ALTAVISTA HIGH,6,12,,,,,,,,,,90,112,101,106,87,90,111,,697,0,697
16,Campbell County Public Schools,650,BROOKNEAL ELEM,PK,5,38,,52,,54,44,69,55,57,,,,,,,,,369,0,369
16,Campbell County Public Schools,720,BROOKVILLE HIGH,9,12,,,,,,,,,,,,,235,243,241,245,,964,0,964
16,Campbell County Public Schools,20,BROOKVILLE MIDDLE,6,8,,,,,,,,,,214,270,209,,,,,,693,0,693
16,Campbell County Public Schools,130,CONCORD ELEM,PK,5,23,,62,,64,69,74,65,61,,,,,,,,,418,0,418
16,Campbell County Public Schools,690,LEESVILLE ROAD ELEM,PK,5,35,,103,,116,98,115,113,103,,,,,,,,,683,0,683
16,Campbell County Public Schools,821,RUSTBURG ELEM,PK,5,36,,74,,68,70,71,72,83,,,,,,,,,474,0,474
16,Campbell County Public Schools,222,RUSTBURG HIGH,9,12,,,,,,,,,,,,,214,227,219,214,,874,0,874
16,Campbell County Public Schools,211,RUSTBURG MIDDLE,6,8,,,,,,,,,,201,205,203,,,,,,609,0,609
16,Campbell County Public Schools,60,TOMAHAWK ELEM,PK,5,37,,112,,113,97,112,116,109,,,,,,,,,696,0,696
16,Campbell County Public Schools,542,WILLIAM CAMPBELL HIGH,6,12,,,,,,,,,,59,53,69,71,79,62,63,,456,0,456
16,Campbell County Public Schools,710,YELLOW BRANCH ELEM,PK,5,40,,77,,78,94,84,97,88,,,,,,,,,558,0,558
17,Caroline County Public Schools,620,BOWLING GREEN ELEM,PK,5,48,,131,,120,120,120,124,99,,,,,,,,,762,0,762
17,Caroline County Public Schools,460,CAROLINE HIGH,9,12,,,,,,,,,,,,,317,315,275,287,,"1,194",0,"1,194"
17,Caroline County Public Schools,450,CAROLINE MIDDLE,6,8,,,,,,,,,,313,326,307,,,,,,946,0,946
17,Caroline County Public Schools,"9,020",LEWIS & CLARK ELEM,PK,5,43,,159,,146,141,153,128,130,,,,,,,,,900,0,900
17,Caroline County Public Schools,630,MADISON ELEM,PK,5,24,,83,,72,80,72,73,93,,,,,,,,,497,0,497
18,Carroll County Public Schools,"1,230",CARROLL COUNTY HIGH,9,12,,,,,,,,,,,,,294,308,271,283,,"1,156",0,"1,156"
18,Carroll County Public Schools,450,CARROLL COUNTY MIDDLE,6,8,,,,,,,,,,272,257,297,,,,,,826,0,826
18,Carroll County Public Schools,"1,180",FANCY GAP ELEM,PK,5,9,,24,,20,29,27,19,25,,,,,,,,,153,0,153
18,Carroll County Public Schools,"1,150",GLADESBORO ELEM,PK,5,17,,20,,14,19,18,25,18,,,,,,,,,131,0,131
18,Carroll County Public Schools,"1,210",GLADEVILLE ELEM,PK,5,18,,46,,40,48,45,45,45,,,,,,,,,287,0,287
18,Carroll County Public Schools,"1,170",HILLSVILLE ELEM,PK,5,50,,71,,69,80,83,76,93,,,,,,,,,522,0,522
18,Carroll County Public Schools,"1,160",LAUREL ELEM,PK,5,9,,23,,38,37,36,44,30,,,,,,,,,217,0,217
18,Carroll County Public Schools,"1,130",OAKLAND ELEM,PK,5,23,,36,,35,29,33,18,27,,,,,,,,,201,0,201
18,Carroll County Public Schools,"1,110",ST PAUL,PK,7,18,,41,,46,46,45,54,47,28,18,,,,,,,343,0,343
19,Charles City County Public Schools,80,CHARLES CITY CO ELEM,PK,6,31,,43,,44,48,36,44,55,60,,,,,,,,361,0,361
19,Charles City County Public Schools,100,CHARLES CITY CO HIGH,7,12,,,,,,,,,,,44,59,68,40,49,58,,318,0,318
20,Charlotte County Public Schools,470,BACON DISTRICT ELEM,PK,5,14,,31,,27,33,23,28,27,,,,,,,,,183,0,183
20,Charlotte County Public Schools,210,CENTRAL MIDDLE,6,8,,,,,,,,,,161,154,128,,,,,,443,0,443
20,Charlotte County Public Schools,100,EUREKA ELEM,PK,5,57,,86,,74,77,73,64,74,,,,,,,,,505,0,505
20,Charlotte County Public Schools,450,PHENIX ELEM,PK,5,18,,40,,30,45,43,34,36,,,,,,,,,246,0,246
20,Charlotte County Public Schools,460,RANDOLPH-HENRY HIGH,9,12,,,,,,,,,,,,,132,135,148,132,,547,0,547
104,Charlottesville City Public Schools,100,BUFORD MIDDLE,7,8,,,,,,,,,,,253,252,,,,,,505,2,507
104,Charlottesville City Public Schools,70,BURNLEY-MORAN ELEM,PK,4,21,,81,,72,76,86,71,,,,,,,,,,407,0,407
104,Charlottesville City Public Schools,140,CHARLOTTESVILLE HIGH,9,12,,,,,,,,,,,,,352,293,253,298,,"1,196",3,"1,199"
104,Charlottesville City Public Schools,50,CLARK ELEM,PK,4,53,,66,,63,66,55,52,,,,,,,,,,355,0,355
104,Charlottesville City Public Schools,90,GREENBRIER ELEM,PK,4,26,,63,,82,76,75,61,,,,,,,,,,383,0,383
104,Charlottesville City Public Schools,120,JACKSON-VIA ELEM,PK,4,43,,67,,61,60,63,58,,,,,,,,,,352,0,352
104,Charlottesville City Public Schools,10,JOHNSON ELEM,PK,4,53,,65,,64,60,67,49,,,,,,,,,,358,0,358
104,Charlottesville City Public Schools,40,VENABLE ELEM,PK,4,34,,55,,68,66,66,58,,,,,,,,,,347,0,347
104,Charlottesville City Public Schools,110,WALKER UPPER ELEM,5,6,,,,,,,,,293,275,,,,,,,,568,2,570
136,Chesapeake City Public Schools,630,B M WILLIAMS PRIMARY,PK,2,124,,224,,280,255,,,,,,,,,,,,883,0,883
136,Chesapeake City Public Schools,860,BUTTS ROAD INT,3,5,,,,,,,193,211,233,,,,,,,,,637,0,637
136,Chesapeake City Public Schools,770,BUTTS ROAD PRIMARY,PK,2,29,,138,,195,198,,,,,,,,,,,,560,0,560
136,Chesapeake City Public Schools,90,CAMELOT ELEM,PK,5,79,,83,,88,77,80,78,75,,,,,,,,,560,0,560
136,Chesapeake City Public Schools,900,CEDAR ROAD ELEM,PK,5,13,,100,,109,150,150,157,148,,,,,,,,,827,0,827
136,Chesapeake City Public Schools,700,CRESTWOOD INTERMEDIATE,3,5,,,,,,,244,286,245,,,,,,,,,775,0,775
136,Chesapeake City Public Schools,560,CRESTWOOD MIDDLE,6,8,,,,,,,,,,188,191,151,,,,,,530,0,530
136,Chesapeake City Public Schools,660,DEEP CREEK CENTRAL ELEM,PK,5,17,,86,,112,102,112,113,122,,,,,,,,,664,0,664
136,Chesapeake City Public Schools,210,DEEP CREEK ELEM,PK,5,19,,86,,131,119,119,136,123,,,,,,,,,733,0,733
136,Chesapeake City Public Schools,100,DEEP CREEK HIGH,9,12,,,,,,,,,,,,,430,454,369,317,,"1,570",0,"1,570"
136,Chesapeake City Public Schools,610,DEEP CREEK MIDDLE,6,8,,,,,,,,,,156,173,152,,,,,,481,0,481
136,Chesapeake City Public Schools,640,EDWIN W CHITTUM ELEM,PK,5,16,,106,,122,132,129,139,135,,,,,,,,,779,0,779
136,Chesapeake City Public Schools,720,G A TREAKLE ELEM,PK,5,9,,77,,86,73,85,104,78,,,,,,,,,512,0,512
136,Chesapeake City Public Schools,50,GEORGE W CARVER INT,3,5,,,,,,,187,179,214,,,,,,,,,580,0,580
136,Chesapeake City Public Schools,820,GEORGETOWN PRIMARY,PK,3,93,,166,,187,185,190,,,,,,,,,,,821,0,821
136,Chesapeake City Public Schools,950,GRASSFIELD ELEM,PK,5,20,,116,,162,153,168,193,160,,,,,,,,,972,0,972
136,Chesapeake City Public Schools,960,GRASSFIELD HIGH,9,12,,,,,,,,,,,,,549,555,521,482,,"2,107",0,"2,107"
136,Chesapeake City Public Schools,120,GREAT BRIDGE HIGH,9,12,,,,,,,,,,,,,351,360,333,333,,"1,377",0,"1,377"
136,Chesapeake City Public Schools,850,GREAT BRIDGE INT,3,5,,,,,,,193,225,252,,,,,,,,,670,0,670
136,Chesapeake City Public Schools,590,GREAT BRIDGE MIDDLE,6,8,,,,,,,,,,483,441,462,,,,,,"1,386",0,"1,386"
136,Chesapeake City Public Schools,680,GREAT BRIDGE PRIMARY,PK,2,30,,158,,183,196,,,,,,,,,,,,567,0,567
136,Chesapeake City Public Schools,870,GREENBRIER INT.,3,5,,,,,,,240,242,242,,,,,,,,,724,0,724
136,Chesapeake City Public Schools,972,GREENBRIER MIDDLE,6,8,,,,,,,,,,308,305,317,,,,,,930,0,930
136,Chesapeake City Public Schools,140,GREENBRIER PRIMARY,PK,2,28,,187,,235,247,,,,,,,,,,,,697,0,697
136,Chesapeake City Public Schools,340,HICKORY ELEM,PK,5,15,,61,,78,71,74,74,77,,,,,,,,,450,0,450
136,Chesapeake City Public Schools,890,HICKORY HIGH,9,12,,,,,,,,,,,,,425,432,424,431,,"1,712",0,"1,712"
136,Chesapeake City Public Schools,280,HICKORY MIDDLE,6,8,,,,,,,,,,478,576,571,,,,,,"1,625",0,"1,625"
136,Chesapeake City Public Schools,920,HUGO A OWENS MIDDLE,6,8,,,,,,,,,,376,398,397,,,,,,"1,171",0,"1,171"
136,Chesapeake City Public Schools,830,INDIAN RIVER HIGH,9,12,,,,,,,,,,,,,485,441,371,375,,"1,672",0,"1,672"
136,Chesapeake City Public Schools,710,INDIAN RIVER MIDDLE,6,8,,,,,,,,,,231,248,279,,,,,,758,0,758
136,Chesapeake City Public Schools,973,JOLLIFF MIDDLE,6,8,,,,,,,,,,206,264,232,,,,,,702,0,702
136,Chesapeake City Public Schools,160,NORFOLK HIGHLANDS PRIMARY,PK,3,16,,77,,78,74,78,,,,,,,,,,,323,0,323
136,Chesapeake City Public Schools,80,OSCAR F SMITH HIGH,9,12,,,,,,,,,,,,,672,627,516,441,,"2,256",0,"2,256"
136,Chesapeake City Public Schools,10,OSCAR SMITH MIDDLE,6,8,,,,,,,,,,355,327,328,,,,,,"1,010",0,"1,010"
136,Chesapeake City Public Schools,730,PORTLOCK PRIMARY,PK,2,22,,165,,208,191,,,,,,,,,,,,586,0,586
136,Chesapeake City Public Schools,200,RENA B WRIGHT PRIMARY,PK,2,49,,115,,96,117,,,,,,,,,,,,377,0,377
136,Chesapeake City Public Schools,620,SOUTHEASTERN ELEM,PK,5,14,,90,,94,150,132,143,150,,,,,,,,,773,0,773
136,Chesapeake City Public Schools,600,SOUTHWESTERN ELEM,PK,5,46,,80,,87,98,79,74,95,,,,,,,,,559,0,559
136,Chesapeake City Public Schools,750,SPARROW ROAD INTERMEDIATE,4,5,,,,,,,,237,264,,,,,,,,,501,0,501
136,Chesapeake City Public Schools,40,THURGOOD MARSHALL ELEM,PK,5,42,,95,,84,84,98,71,73,,,,,,,,,547,0,547
136,Chesapeake City Public Schools,971,TRUITT INTERMEDIATE,3,5,,,,,,,98,97,96,,,,,,,,,291,0,291
136,Chesapeake City Public Schools,840,WESTERN BRANCH HIGH,9,12,,,,,,,,,,,,,559,572,525,544,,"2,200",0,"2,200"
136,Chesapeake City Public Schools,810,WESTERN BRANCH INT,3,5,,,,,,,246,262,264,,,,,,,,,772,0,772
136,Chesapeake City Public Schools,740,WESTERN BRANCH MIDDLE,6,8,,,,,,,,,,268,311,287,,,,,,866,0,866
136,Chesapeake City Public Schools,110,WESTERN BRANCH PRIMARY,PK,2,66,,169,,217,247,,,,,,,,,,,,699,0,699
21,Chesterfield County Public Schools,620,A M DAVIS ELEM,PK,5,52,,88,,113,101,101,112,90,,,,,,,,,657,0,657
21,Chesterfield County Public Schools,861,ALBERTA SMITH ELEM,PK,5,3,,97,,112,88,112,105,121,,,,,,,,,638,0,638
21,Chesterfield County Public Schools,631,BAILEY BRIDGE MIDDLE,6,8,,,,,,,,,,470,471,456,,,,,,"1,397",0,"1,397"
21,Chesterfield County Public Schools,660,BELLWOOD ELEM,PK,5,41,,81,,87,81,90,76,80,,,,,,,,,536,0,536
21,Chesterfield County Public Schools,430,BENSLEY ELEM,PK,5,42,,126,,123,119,111,105,113,,,,,,,,,739,1,740
21,Chesterfield County Public Schools,510,BETTIE WEAVER ELEM,PK,5,0,,116,,99,131,109,97,122,,,,,,,,,674,1,675
21,Chesterfield County Public Schools,130,BEULAH ELEM,PK,5,22,,116,,112,112,127,108,104,,,,,,,,,701,0,701
21,Chesterfield County Public Schools,20,BON AIR ELEM,PK,5,0,,112,,96,106,102,124,110,,,,,,,,,650,0,650
21,Chesterfield County Public Schools,50,C C WELLS ELEM,PK,5,0,,87,,119,94,110,105,97,,,,,,,,,612,0,612
21,Chesterfield County Public Schools,492,C E CURTIS ELEM,PK,5,7,,94,,111,107,115,125,133,,,,,,,,,692,0,692
21,Chesterfield County Public Schools,30,CARVER COLLEGE AND CAREER ACADEMY,9,12,,,,,,,,,,,,,52,74,60,54,,240,0,240
21,Chesterfield County Public Schools,420,CARVER MIDDLE,6,8,,,,,,,,,,339,355,294,,,,,,988,2,990
21,Chesterfield County Public Schools,150,CLOVER HILL ELEM,PK,5,8,,91,,104,143,130,142,121,,,,,,,,,739,0,739
21,Chesterfield County Public Schools,740,CLOVER HILL HIGH,9,12,,,,,,,,,,,,,468,486,474,488,,"1,916",2,"1,918"
21,Chesterfield County Public Schools,840,COSBY HIGH,9,12,,,,,,,,,,,,,518,583,497,500,,"2,098",3,"2,101"
21,Chesterfield County Public Schools,560,CRESTWOOD ELEM,PK,5,19,,92,,102,89,83,87,88,,,,,,,,,560,0,560
21,Chesterfield County Public Schools,480,ECOFF ELEM,PK,5,23,,122,,118,142,121,115,117,,,,,,,,,758,1,759
21,Chesterfield County Public Schools,870,ELIZABETH DAVIS MIDDLE,6,8,,,,,,,,,,420,406,424,,,,,,"1,250",1,"1,251"
21,Chesterfield County Public Schools,850,ELIZABETH SCOTT ELEM,PK,5,20,,142,,189,162,162,160,146,,,,,,,,,981,0,981
21,Chesterfield County Public Schools,390,ENON ELEM,PK,5,1,,76,,83,85,73,88,89,,,,,,,,,495,0,495
21,Chesterfield County Public Schools,350,ETTRICK ELEM,PK,5,33,,71,,104,89,104,99,118,,,,,,,,,618,0,618
21,Chesterfield County Public Schools,300,EVERGREEN ELEM,PK,5,2,,193,,193,167,163,171,191,,,,,,,,,"1,080",0,"1,080"
21,Chesterfield County Public Schools,590,FALLING CREEK ELEM,PK,5,48,,129,,118,121,127,124,113,,,,,,,,,780,0,780
21,Chesterfield County Public Schools,670,FALLING CREEK MIDDLE,6,8,,,,,,,,,,380,395,393,,,,,,"1,168",0,"1,168"
21,Chesterfield County Public Schools,180,GRANGE HALL ELEM,PK,5,0,,123,,120,122,132,143,134,,,,,,,,,774,0,774
21,Chesterfield County Public Schools,70,GREENFIELD ELEM,PK,5,1,,66,,60,85,89,114,147,,,,,,,,,562,0,562
21,Chesterfield County Public Schools,460,HARROWGATE ELEM,PK,5,34,,92,,83,101,113,88,96,,,,,,,,,607,0,607
21,Chesterfield County Public Schools,60,HOPKINS ROAD ELEM,PK,5,38,,100,,85,111,98,82,117,,,,,,,,,631,0,631
21,Chesterfield County Public Schools,550,J A CHALKLEY ELEM,PK,5,72,,113,,119,141,147,153,143,,,,,,,,,888,0,888
21,Chesterfield County Public Schools,650,J B WATKINS ELEM,PK,5,4,,189,,198,206,202,170,173,,,,,,,,,"1,142",0,"1,142"
21,Chesterfield County Public Schools,500,J G HENING ELEM,PK,5,25,,116,,136,126,149,161,152,,,,,,,,,865,0,865
21,Chesterfield County Public Schools,400,JACOBS ROAD ELEM,PK,5,23,,118,,138,124,133,128,135,,,,,,,,,799,0,799
21,Chesterfield County Public Schools,770,JAMES RIVER HIGH,9,12,,,,,,,,,,,,,533,571,501,551,,"2,156",2,"2,158"
21,Chesterfield County Public Schools,10,LLOYD C BIRD HIGH,9,12,,,,,,,,,,,,,485,485,448,435,,"1,853",2,"1,855"
21,Chesterfield County Public Schools,632,MANCHESTER HIGH,9,12,,,,,,,,,,,,,526,521,465,496,,"2,008",4,"2,012"
21,Chesterfield County Public Schools,600,MANCHESTER MIDDLE,6,8,,,,,,,,,,483,456,451,,,,,,"1,390",0,"1,390"
21,Chesterfield County Public Schools,780,MARGUERITE F CHRISTIAN ELEM,PK,5,24,,75,,80,78,85,88,85,,,,,,,,,515,0,515
21,Chesterfield County Public Schools,370,MATOACA ELEM,PK,5,16,,62,,60,62,61,72,66,,,,,,,,,399,0,399
21,Chesterfield County Public Schools,530,MATOACA HIGH,9,12,,,,,,,,,,,,,430,464,431,456,,"1,781",5,"1,786"
21,Chesterfield County Public Schools,110,MATOACA MIDDLE,6,8,,,,,,,,,,301,303,330,,,,,,934,1,935
21,Chesterfield County Public Schools,580,MEADOWBROOK HIGH,9,12,,,,,,,,,,,,,519,458,381,361,,"1,719",1,"1,720"
21,Chesterfield County Public Schools,320,MIDLOTHIAN HIGH,9,12,,,,,,,,,,,,,382,423,394,400,,"1,599",2,"1,601"
21,Chesterfield County Public Schools,40,MIDLOTHIAN MIDDLE,6,8,,,,,,,,,,422,434,423,,,,,,"1,279",1,"1,280"
21,Chesterfield County Public Schools,280,MONACAN HIGH,9,12,,,,,,,,,,,,,375,378,345,350,,"1,448",1,"1,449"
21,Chesterfield County Public Schools,360,O B GATES ELEM,PK,5,17,,86,,120,123,115,122,126,,,,,,,,,709,0,709
21,Chesterfield County Public Schools,380,PROVIDENCE ELEM,PK,5,36,,102,,79,106,107,116,90,,,,,,,,,636,0,636
21,Chesterfield County Public Schools,690,PROVIDENCE MIDDLE,6,8,,,,,,,,,,296,286,270,,,,,,852,2,854
21,Chesterfield County Public Schools,700,REAMS ROAD ELEM,PK,5,37,,85,,93,80,79,91,75,,,,,,,,,540,0,540
21,Chesterfield County Public Schools,730,ROBIOUS ELEM,PK,5,10,,118,,102,122,94,111,120,,,,,,,,,677,0,677
21,Chesterfield County Public Schools,760,ROBIOUS MIDDLE,6,8,,,,,,,,,,421,459,414,,,,,,"1,294",0,"1,294"
21,Chesterfield County Public Schools,720,SALEM CHURCH ELEM,PK,5,20,,82,,91,97,111,95,87,,,,,,,,,583,1,584
21,Chesterfield County Public Schools,722,SALEM CHURCH MIDDLE,6,8,,,,,,,,,,321,304,297,,,,,,922,1,923
21,Chesterfield County Public Schools,800,SPRING RUN ELEM,PK,5,0,,129,,154,169,146,147,161,,,,,,,,,906,0,906
21,Chesterfield County Public Schools,340,SWIFT CREEK ELEM,PK,5,0,,136,,139,148,142,153,137,,,,,,,,,855,0,855
21,Chesterfield County Public Schools,270,SWIFT CREEK MIDDLE,6,8,,,,,,,,,,299,335,332,,,,,,966,1,967
21,Chesterfield County Public Schools,410,THELMA CRENSHAW ELEM,PK,5,26,,97,,93,104,122,130,125,,,,,,,,,697,0,697
21,Chesterfield County Public Schools,610,THOMAS DALE HIGH,9,12,,,,,,,,,,,,,621,575,584,527,,"2,307",6,"2,313"
21,Chesterfield County Public Schools,880,TOMAHAWK CREEK MIDDLE ,6,8,,,,,,,,,,479,506,518,,,,,,"1,503",2,"1,505"
21,Chesterfield County Public Schools,290,W W GORDON ELEM,PK,5,0,,87,,101,114,97,102,99,,,,,,,,,600,0,600
21,Chesterfield County Public Schools,860,WINTERPOCK ELEM,PK,5,3,,130,,105,154,186,171,210,,,,,,,,,959,0,959
21,Chesterfield County Public Schools,440,WOOLRIDGE ELEM,PK,5,0,,125,,106,143,126,133,105,,,,,,,,,738,0,738
22,Clarke County Public Schools,250,BOYCE ELEM,KG,5,,,51,,40,47,46,59,57,,,,,,,,,300,0,300
22,Clarke County Public Schools,10,CLARKE COUNTY HIGH,9,12,,,,,,,,,,,,,171,183,159,184,,697,0,697
22,Clarke County Public Schools,290,D G COOLEY ELEM,PK,5,22,,79,,84,79,99,91,108,,,,,,,,,562,2,564
22,Clarke County Public Schools,280,JOHNSON-WILLIAMS MIDDLE,6,8,,,,,,,,,,139,151,146,,,,,,436,0,436
202,Colonial Beach Public Schools,22,COLONIAL BEACH ELEM,PK,7,30,,48,,40,37,46,36,45,47,41,,,,,,,370,0,370
202,Colonial Beach Public Schools,21,COLONIAL BEACH HIGH,8,12,,,,,,,,,,,,42,34,54,48,49,,227,0,227
106,Colonial Heights City Public Schools,40,COLONIAL HEIGHTS HIGH,9,12,,,,,,,,,,,,,249,235,199,223,,906,0,906
106,Colonial Heights City Public Schools,20,COLONIAL HEIGHTS MIDDLE,6,8,,,,,,,,,,218,203,228,,,,,,649,0,649
106,Colonial Heights City Public Schools,50,LAKEVIEW ELEM,PK,5,24,,60,,72,68,54,51,40,,,,,,,,,369,0,369
106,Colonial Heights City Public Schools,30,NORTH ELEM,KG,5,11,,54,,47,64,59,46,50,,,,,,,,,331,0,331
106,Colonial Heights City Public Schools,60,TUSSING ELEM,PK,5,1,,117,,92,87,103,91,91,,,,,,,,,582,0,582
107,Covington City Public Schools,350,COVINGTON HIGH,8,12,,,,,,,,,,,,80,75,88,68,62,,373,0,373
107,Covington City Public Schools,260,EDGEMONT PRIMARY,PK,3,72,,91,,84,81,85,,,,,,,,,,,413,0,413
107,Covington City Public Schools,360,JETER-WATSON INTERMEDIATE,4,7,,,,,,,,76,73,62,67,,,,,,,278,0,278
23,Craig County Public Schools,11,CRAIG COUNTY HIGH,6,12,,,,,,,,,,36,46,42,63,62,65,44,,358,0,358
23,Craig County Public Schools,10,MCCLEARY ELEM,PK,5,10,,34,,37,41,46,53,36,,,,,,,,,257,0,257
24,Culpeper County Public Schools,240,A G RICHARDSON ELEM,PK,5,28,,77,,93,73,97,99,96,,,,,,,,,563,0,563
24,Culpeper County Public Schools,480,CULPEPER COUNTY HIGH,9,12,,,,,,,,,,,,,316,309,294,277,,"1,196",1,"1,197"
24,Culpeper County Public Schools,20,CULPEPER MIDDLE,6,8,,,,,,,,,,326,352,328,,,,,,"1,006",0,"1,006"
24,Culpeper County Public Schools,50,EASTERN VIEW HIGH,9,12,,,,,,,,,,,,,377,335,321,302,,"1,335",1,"1,336"
24,Culpeper County Public Schools,450,EMERALD HILL ELEM,PK,5,34,,110,,122,118,106,127,124,,,,,,,,,741,0,741
24,Culpeper County Public Schools,470,FARMINGTON ELEM,PK,5,,,94,,106,108,116,121,106,,,,,,,,,651,0,651
24,Culpeper County Public Schools,581,FLOYD T BINNS MIDDLE,6,8,,,,,,,,,,242,286,227,,,,,,755,0,755
24,Culpeper County Public Schools,582,GALBREATH-MARSHALL BLDG,PK,PK,7,,,,,,,,,,,,,,,,,7,0,7
24,Culpeper County Public Schools,10,PEARL SAMPLE ELEM,PK,5,58,,79,,78,99,100,113,100,,,,,,,,,627,0,627
24,Culpeper County Public Schools,460,SYCAMORE PARK ELEM,PK,5,8,,87,,91,92,116,115,105,,,,,,,,,614,0,614
24,Culpeper County Public Schools,40,YOWELL ELEM,PK,5,18,,107,,106,108,119,111,138,,,,,,,,,707,0,707
25,Cumberland County Public Schools,140,CUMBERLAND ELEM,PK,4,81,,82,,86,88,99,105,,,,,,,,,,541,0,541
25,Cumberland County Public Schools,151,CUMBERLAND HIGH,9,12,,,,,,,,,,,,,117,118,103,86,,424,0,424
25,Cumberland County Public Schools,152,CUMBERLAND MIDDLE,5,8,,,,,,,,,105,103,90,101,,,,,,399,0,399
108,Danville City Public Schools,490,E. A. GIBSON ELEM,KG,5,,,87,,99,96,98,91,90,,,,,,,,,561,0,561
108,Danville City Public Schools,20,FOREST HILLS ELEM,KG,5,,,37,,45,41,50,37,50,,,,,,,,,260,0,260
108,Danville City Public Schools,190,G.L.H. JOHNSON ELEM,KG,5,,,72,,87,102,95,102,91,,,,,,,,,549,0,549
108,Danville City Public Schools,"1,374",GALILEO MAGNET HIGH,9,12,,,,,,,,,,,,,89,82,64,51,,286,0,286
108,Danville City Public Schools,210,GEORGE WASHINGTON HIGH,9,12,,,,,,,,,,,,,379,409,333,232,,"1,353",0,"1,353"
108,Danville City Public Schools,200,GROVE PARK PRESCHOOL,PK,PK,114,,,,,,,,,,,,,,,,,114,0,114
108,Danville City Public Schools,139,LANGSTON FOCUS,9,12,,,,,,,,,,,,,21,39,16,4,,80,0,80
108,Danville City Public Schools,260,O. TRENT BONNER MIDDLE,6,8,,,,,,,,,,241,200,200,,,,,,641,0,641
108,Danville City Public Schools,250,PARK AVENUE ELEM,KG,5,,,64,,72,104,70,72,71,,,,,,,,,453,0,453
108,Danville City Public Schools,40,SCHOOLFIELD ELEM,KG,5,,,99,,90,91,106,96,98,,,,,,,,,580,0,580
108,Danville City Public Schools,30,THE NORTHSIDE PRESCHOOL,PK,PK,125,,,,,,,,,,,,,,,,,125,0,125
108,Danville City Public Schools,"1,372",WESTWOOD MIDDLE,6,8,,,,,,,,,,191,182,201,,,,,,574,0,574
108,Danville City Public Schools,220,WOODBERRY HILLS ELEM,KG,5,,,64,,57,72,61,74,52,,,,,,,,,380,0,380
917,Department of Juvenile Justice,101,YVONNE B. MILLER HIGH SCHOOL,6,12,,,,,,,,,,,,1,34,68,62,57,,222,0,222
26,Dickenson County Public Schools,20,CLINTWOOD ELEM,PK,5,37,,88,,67,78,77,92,84,,,,,,,,,523,0,523
26,Dickenson County Public Schools,530,ERVINTON ELEM,PK,5,13,,17,,20,25,21,17,25,,,,,,,,,138,0,138
26,Dickenson County Public Schools,275,RIDGEVIEW HIGH SCHOOL,9,12,,,,,,,,,,,,,171,146,162,157,,636,0,636
26,Dickenson County Public Schools,280,RIDGEVIEW MIDDLE SCHOOL,6,8,,,,,,,,,,147,176,149,,,,,,472,0,472
26,Dickenson County Public Schools,860,SANDLICK ELEM,PK,5,36,,68,,57,74,63,53,69,,,,,,,,,420,0,420
