Div. No.,Division Name,School No.,School Name,Low Grade,High Grade,Grade PK,Grade JK,Grade KG,Grade T1,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Grade PG,Total Full-Time,Part-time Students,Total Full-time & Part-time Students
53,Loudoun County Public Schools,530,FREDERICK DOUGLASS ELEM,PK,5,15,,118,,118,117,111,123,107,,,,,,,,,709,29,738
53,Loudoun County Public Schools,120,FREEDOM HIGH,9,12,,,,,,,,,,,,,471,462,426,349,3,"1,711",0,"1,711"
53,Loudoun County Public Schools,720,GUILFORD ELEM,PK,5,0,,87,,107,103,88,101,80,,,,,,,,,566,0,566
53,Loudoun County Public Schools,230,HAMILTON ELEM,PK,5,0,,22,,29,31,29,26,27,,,,,,,,,164,0,164
53,Loudoun County Public Schools,921,HARMONY MIDDLE,6,8,,,,,,,,,,359,354,373,,,,,,"1,086",1,"1,087"
53,Loudoun County Public Schools,520,HARPER PARK MIDDLE,6,8,,,,,,,,,,348,362,349,,,,,,"1,059",1,"1,060"
53,Loudoun County Public Schools,900,HERITAGE HIGH,PK,12,0,,,,,,,,,,,,358,348,363,348,2,"1,419",31,"1,450"
53,Loudoun County Public Schools,111,HILLSBORO CHARTER ACADEMY,PK,5,,,24,,25,21,25,19,11,,,,,,,,,125,0,125
53,Loudoun County Public Schools,400,HILLSIDE ELEM,PK,5,9,,110,,142,120,127,151,137,,,,,,,,,796,0,796
53,Loudoun County Public Schools,820,HORIZON ELEM,PK,5,32,,76,,98,126,127,119,103,,,,,,,,,681,0,681
53,Loudoun County Public Schools,960,HUTCHISON FARM ELEM,PK,5,35,,102,,107,126,121,146,141,,,,,,,,,778,27,805
53,Loudoun County Public Schools,580,J MICHAEL LUNSFORD MIDDLE,6,8,,,,,,,,,,490,501,530,,,,,,"1,521",0,"1,521"
53,Loudoun County Public Schools,20,J. LUPTON SIMPSON MIDDLE,6,8,,,,,,,,,,336,337,345,,,,,,"1,018",1,"1,019"
53,Loudoun County Public Schools,370,JOHN CHAMPE HS,9,12,,,,,,,,,,,,,495,459,438,358,1,"1,751",1,"1,752"
53,Loudoun County Public Schools,950,JOHN W. TOLBERT JR. ELEM,PK,5,2,,100,,126,107,124,133,168,,,,,,,,,760,0,760
53,Loudoun County Public Schools,600,KENNETH W CULBERT ELEM,PK,5,0,,51,,68,85,82,111,107,,,,,,,,,504,0,504
53,Loudoun County Public Schools,80,LEESBURG ELEM,PK,5,0,,68,,100,90,105,96,96,,,,,,,,,555,0,555
53,Loudoun County Public Schools,430,LEGACY ELEM,PK,5,18,,128,,173,178,194,199,198,,,,,,,,,"1,088",0,"1,088"
53,Loudoun County Public Schools,560,LIBERTY ELEM,PK,5,0,,138,,175,220,167,182,181,,,,,,,,,"1,063",0,"1,063"
53,Loudoun County Public Schools,290,LINCOLN ELEM,PK,5,0,,15,,19,21,11,22,21,,,,,,,,,109,0,109
53,Loudoun County Public Schools,860,LITTLE RIVER ELEM,PK,5,32,,88,,111,124,118,123,148,,,,,,,,,744,0,744
53,Loudoun County Public Schools,660,LOUDOUN COUNTY HIGH,9,12,,,,,,,,,,,,,410,340,391,357,,"1,498",1,"1,499"
53,Loudoun County Public Schools,680,LOUDOUN VALLEY HIGH,9,12,,,,,,,,,,,,,347,341,353,355,2,"1,398",7,"1,405"
53,Loudoun County Public Schools,780,LOVETTSVILLE ELEM,PK,5,1,,87,,82,93,76,102,86,,,,,,,,,527,0,527
53,Loudoun County Public Schools,500,LOWES ISLAND ELEM,PK,5,1,,90,,105,122,109,129,96,,,,,,,,,652,0,652
53,Loudoun County Public Schools,130,LUCKETTS ELEM,PK,5,0,,51,,47,50,63,57,48,,,,,,,,,316,0,316
53,Loudoun County Public Schools,"1,030",MADISON'S TRUST ELEM,PK,5,19,,117,,166,137,123,107,104,,,,,,,,,773,0,773
53,Loudoun County Public Schools,70,MEADOWLAND ELEM,PK,5,0,,61,,73,74,76,79,70,,,,,,,,,433,32,465
53,Loudoun County Public Schools,320,MERCER MIDDLE,6,8,,,,,,,,,,642,647,576,,,,,,"1,865",0,"1,865"
53,Loudoun County Public Schools,"1,200",MIDDLEBURG COMMUNITY CHARTER,KG,5,,,26,,21,22,26,21,16,,,,,,,,,132,0,132
53,Loudoun County Public Schools,910,MILL RUN ELEM,PK,5,0,,96,,165,136,198,174,174,,,,,,,,,943,0,943
53,Loudoun County Public Schools,380,MOOREFIELD STATION ELEM,PK,5,20,,129,,152,145,164,141,150,,,,,,,,,901,0,901
53,Loudoun County Public Schools,980,MOUNTAIN VIEW ELEM,PK,5,23,,90,,97,95,106,94,98,,,,,,,,,603,0,603
53,Loudoun County Public Schools,270,NEWTON-LEE ELEM,PK,5,4,,77,,91,126,126,161,138,,,,,,,,,723,0,723
53,Loudoun County Public Schools,60,PARK VIEW HIGH,9,12,,,,,,,,,,,,,401,370,445,333,6,"1,555",0,"1,555"
53,Loudoun County Public Schools,340,PINEBROOK ELEM,PK,5,0,,145,,152,156,168,144,156,,,,,,,,,921,0,921
53,Loudoun County Public Schools,140,POTOMAC FALLS HIGH,9,12,,,,,,,,,,,,,424,408,436,400,1,"1,669",1,"1,670"
53,Loudoun County Public Schools,250,POTOWMACK ELEM,PK,5,15,,94,,84,114,96,109,96,,,,,,,,,608,0,608
53,Loudoun County Public Schools,930,RIVER BEND MIDDLE,6,8,,,,,,,,,,385,426,395,,,,,,"1,206",0,"1,206"
53,Loudoun County Public Schools,"1,050",RIVERSIDE HIGH,9,12,,,,,,,,,,,,,440,373,307,197,,"1,317",0,"1,317"
53,Loudoun County Public Schools,"1,060",ROCK RIDGE HIGH,PK,12,13,,,,,,,,,,,,497,471,399,318,,"1,698",0,"1,698"
53,Loudoun County Public Schools,40,ROLLING RIDGE ELEM,PK,5,0,,90,,96,102,101,91,98,,,,,,,,,578,64,642
53,Loudoun County Public Schools,550,ROSA LEE CARTER ELEM,PK,5,,,160,,152,156,176,156,160,,,,,,,,,960,0,960
53,Loudoun County Public Schools,180,ROUND HILL ELEM,PK,5,17,,74,,79,65,105,104,97,,,,,,,,,541,0,541
53,Loudoun County Public Schools,240,SANDERS CORNER ELEM,PK,5,0,,71,,107,95,122,92,109,,,,,,,,,596,0,596
53,Loudoun County Public Schools,870,SELDENS LANDING ELEM,PK,5,0,,103,,136,122,148,137,154,,,,,,,,,800,0,800
53,Loudoun County Public Schools,30,SENECA RIDGE MIDDLE,6,8,,,,,,,,,,357,357,354,,,,,,"1,068",1,"1,069"
53,Loudoun County Public Schools,90,SMART'S MILL MIDDLE,6,8,,,,,,,,,,345,384,348,,,,,,"1,077",1,"1,078"
53,Loudoun County Public Schools,690,STERLING ELEM,PK,5,17,,80,,71,83,79,79,80,,,,,,,,,489,0,489
53,Loudoun County Public Schools,760,STERLING MIDDLE,6,8,,,,,,,,,,330,322,334,,,,,,986,0,986
53,Loudoun County Public Schools,350,STEUART W. WELLER ELEM,PK,5,0,,96,,122,126,143,130,137,,,,,,,,,754,31,785
53,Loudoun County Public Schools,850,STONE BRIDGE HIGH,9,12,,,,,,,,,,,,,424,377,414,461,2,"1,678",1,"1,679"
53,Loudoun County Public Schools,570,STONE HILL MIDDLE,6,8,,,,,,,,,,593,583,497,,,,,,"1,673",1,"1,674"
53,Loudoun County Public Schools,10,SUGARLAND ELEM,PK,5,27,,90,,90,100,97,76,71,,,,,,,,,551,0,551
53,Loudoun County Public Schools,750,SULLY ELEM,PK,5,0,,66,,82,68,84,70,78,,,,,,,,,448,32,480
53,Loudoun County Public Schools,280,SYCOLIN CREEK ELEM,PK,5,17,,85,,124,118,139,142,156,,,,,,,,,781,0,781
53,Loudoun County Public Schools,"1,040",TRAILSIDE MIDDLE,6,8,,,,,,,,,,382,399,428,,,,,,"1,209",0,"1,209"
53,Loudoun County Public Schools,200,TUSCARORA HIGH,PK,12,17,,,,,,,,,,,,389,420,339,374,3,"1,542",3,"1,545"
53,Loudoun County Public Schools,700,WATERFORD ELEM,PK,5,0,,22,,21,33,24,31,20,,,,,,,,,151,0,151
53,Loudoun County Public Schools,590,WOODGROVE HIGH,PK,12,12,,,,,,,,,,0,,420,395,391,394,2,"1,614",4,"1,618"
54,Louisa County Public Schools,660,JOUETT ELEM,PK,5,32,,101,,88,98,100,88,101,,,,,,,,,608,0,608
54,Louisa County Public Schools,602,LOUISA COUNTY HIGH,9,12,,,,,,,,,,,,,379,370,377,330,,"1,456",0,"1,456"
54,Louisa County Public Schools,601,LOUISA COUNTY MIDDLE,6,8,,,,,,,,,,365,371,356,,,,,,"1,092",0,"1,092"
54,Louisa County Public Schools,80,MOSS-NUCKOLS ELEM,PK,5,29,,83,,91,106,107,94,80,,,,,,,,,590,0,590
54,Louisa County Public Schools,610,THOMAS JEFFERSON ELEM,PK,5,43,,77,,98,110,96,113,93,,,,,,,,,630,0,630
54,Louisa County Public Schools,641,TREVILIANS ELEM,PK,5,25,,73,,74,68,84,72,92,,,,,,,,,488,0,488
55,Lunenburg County Public Schools,560,CENTRAL HIGH,9,12,,,,,,,,,,,,,121,118,87,115,,441,0,441
55,Lunenburg County Public Schools,240,KENBRIDGE ELEM,PK,5,64,,53,,50,52,48,53,55,,,,,,,,,375,0,375
55,Lunenburg County Public Schools,171,LUNENBURG MIDDLE,6,8,,,,,,,,,,129,119,113,,,,,,361,0,361
55,Lunenburg County Public Schools,140,VICTORIA ELEM,KG,5,1,,66,,43,65,73,52,86,,,,,,,,,386,0,386
115,Lynchburg City Public Schools,290,BEDFORD HILLS ELEM,PK,5,8,,71,,80,89,76,78,84,,,,,,,,,486,0,486
115,Lynchburg City Public Schools,70,DEARINGTON ELEM/INNOVATION,PK,5,8,,38,,38,28,33,25,32,,,,,,,,,202,0,202
115,Lynchburg City Public Schools,260,E.C. GLASS HIGH,9,12,,,,,,,,,,,,,367,338,346,322,21,"1,394",0,"1,394"
115,Lynchburg City Public Schools,"1,102",HERITAGE ELEM,PK,5,51,,81,,80,80,59,78,54,,,,,,,,,483,0,483
115,Lynchburg City Public Schools,130,HERITAGE HIGH,9,12,,,,,,,,,,,,,274,262,259,248,2,"1,045",0,"1,045"
115,Lynchburg City Public Schools,360,LINKHORNE ELEM,PK,5,14,,68,,80,89,82,73,72,,,,,,,,,478,0,478
115,Lynchburg City Public Schools,350,LINKHORNE MIDDLE,6,8,,,,,,,,,,190,186,191,,,,,,567,0,567
115,Lynchburg City Public Schools,170,PAUL LAURENCE DUNBAR MID. FOR INNOV.,6,8,,,,,,,,,,246,236,233,,,,,,715,0,715
115,Lynchburg City Public Schools,330,PAUL MUNRO ELEM,PK,5,50,,58,,54,46,39,29,43,,,,,,,,,319,0,319
115,Lynchburg City Public Schools,270,PERRYMONT ELEM,PK,5,26,,66,,59,57,67,68,57,,,,,,,,,400,0,400
115,Lynchburg City Public Schools,190,ROBERT S. PAYNE ELEM,PK,5,47,,58,,52,48,102,109,92,,,,,,,,,508,0,508
115,Lynchburg City Public Schools,370,SANDUSKY ELEM,PK,5,18,,54,,53,66,52,50,58,,,,,,,,,351,0,351
115,Lynchburg City Public Schools,340,SANDUSKY MIDDLE,6,8,,,,,,,,,,190,198,186,,,,,,574,0,574
115,Lynchburg City Public Schools,300,SHEFFIELD ELEM,PK,5,50,,82,,64,81,59,63,53,,,,,,,,,452,0,452
115,Lynchburg City Public Schools,"8,888",Special Situation Schools,,,0,,,,,,,,,,,,,,,,,0,0,0
115,Lynchburg City Public Schools,90,T.C. MILLER ELEM FOR INNOVAT.,KG,5,5,,38,,38,43,41,38,40,,,,,,,,,243,0,243
115,Lynchburg City Public Schools,250,WILLIAM M. BASS ELEM,PK,5,24,,42,,45,47,46,40,39,,,,,,,,,283,0,283
56,Madison County Public Schools,221,MADISON COUNTY HIGH,9,12,,,,,,,,,,,,,153,142,126,126,,547,0,547
56,Madison County Public Schools,230,MADISON PRIMARY,PK,2,30,,121,,130,113,,,,,,,,,,,,394,30,424
56,Madison County Public Schools,200,WAVERLY YOWELL ELEM,3,5,,,,,,,134,137,134,,,,,,,,,405,0,405
56,Madison County Public Schools,222,WILLIAM H. WETSEL MIDDLE,6,8,,,,,,,,,,149,125,121,,,,,,395,0,395
143,Manassas City Public Schools,470,BALDWIN ELEM,PK,4,50,,120,,119,126,128,109,,,,,,,,,,652,0,652
143,Manassas City Public Schools,60,GEORGE CARR ROUND ELEM,PK,4,44,,97,,120,123,134,117,,,,,,,,,,635,0,635
143,Manassas City Public Schools,70,GRACE E. METZ MIDDLE,7,8,,,,,,,,,,,517,543,,,,,,"1,060",0,"1,060"
143,Manassas City Public Schools,310,JENNIE DEAN ELEM,PK,4,85,,108,,115,118,126,134,,,,,,,,,,686,0,686
143,Manassas City Public Schools,80,MAYFIELD INTERMEDIATE,5,6,,,,,,,,,607,569,,,,,,,,"1,176",0,"1,176"
143,Manassas City Public Schools,370,OSBOURN HIGH,9,12,,,,,,,,,,,,,574,608,529,503,,"2,214",0,"2,214"
143,Manassas City Public Schools,20,RICHARD C. HAYDON ELEM,PK,4,43,,113,,111,120,115,122,,,,,,,,,,624,0,624
143,Manassas City Public Schools,10,WEEMS ELEM,PK,4,51,,137,,103,141,112,122,,,,,,,,,,666,0,666
144,Manassas Park City Public Schools,522,COUGAR ELEM,PK,2,88,,252,,253,318,,,,,,,,,,,,911,0,911
144,Manassas Park City Public Schools,420,MANASSAS PARK ELEM,3,5,,,,,,,267,279,280,,,,,,,,,826,0,826
144,Manassas Park City Public Schools,30,MANASSAS PARK HIGH,9,12,,,,,,,,,,,,,336,323,238,192,,"1,089",0,"1,089"
144,Manassas Park City Public Schools,31,MANASSAS PARK MIDDLE,6,8,,,,,,,,,,258,274,230,,,,,,762,0,762
116,Martinsville City Public Schools,222,ALBERT HARRIS ELEM,KG,4,,,70,,72,83,81,77,,,,,,,,,,383,1,384
116,Martinsville City Public Schools,224,CLEARVIEW EARLY CHILDHOOD CTR.,PK,PK,113,,,,,,,,,,,,,,,,,113,0,113
116,Martinsville City Public Schools,110,MARTINSVILLE HIGH,9,12,,,,,,,,,,,,,155,148,151,139,,593,0,593
116,Martinsville City Public Schools,10,MARTINSVILLE MIDDLE,5,8,,,,,,,,,158,137,136,145,,,,,,576,0,576
116,Martinsville City Public Schools,223,PATRICK HENRY ELEM,KG,4,,,69,,75,83,74,75,,,,,,,,,,376,0,376
57,Mathews County Public Schools,291,LEE-JACKSON ELEM,KG,4,11,,64,,71,74,78,84,,,,,,,,,,382,0,382
57,Mathews County Public Schools,190,MATHEWS HIGH,9,12,,,,,,,,,,,,,114,96,95,102,,407,0,407
57,Mathews County Public Schools,100,THOMAS HUNTER MIDDLE,5,8,,,,,,,,,69,84,76,73,,,,,,302,0,302
58,Mecklenburg County Public Schools,980,BLUESTONE  HIGH,9,12,,,,,,,,,,,,,149,137,139,126,,551,0,551
58,Mecklenburg County Public Schools,960,BLUESTONE MIDDLE,6,8,,,,,,,,,,130,144,142,,,,,,416,0,416
58,Mecklenburg County Public Schools,910,CHASE CITY ELEM,PK,5,39,,60,,73,72,63,62,57,,,,,,,,,426,0,426
58,Mecklenburg County Public Schools,"1,000",CLARKSVILLE ELEM,PK,5,43,,70,,60,72,73,65,91,,,,,,,,,474,0,474
58,Mecklenburg County Public Schools,"1,020",LACROSSE ELEM,PK,5,38,,49,,44,54,61,59,55,,,,,,,,,360,0,360
58,Mecklenburg County Public Schools,990,PARK VIEW HIGH,9,12,,,,,,,,,,,,,192,217,194,196,,799,0,799
58,Mecklenburg County Public Schools,950,PARK VIEW MIDDLE,6,8,,,,,,,,,,198,214,213,,,,,,625,0,625
58,Mecklenburg County Public Schools,190,SOUTH HILL ELEM,PK,5,57,,119,,111,116,123,119,128,,,,,,,,,773,0,773
59,Middlesex County Public Schools,291,MIDDLESEX ELEM,PK,5,48,,87,,76,93,85,98,91,,,,,,,,,578,0,578
59,Middlesex County Public Schools,90,MIDDLESEX HIGH,9,12,,,,,,,,,,,,,102,87,110,61,,360,0,360
59,Middlesex County Public Schools,140,ST. CLARE WALKER MIDDLE,6,8,,,,,,,,,,107,91,104,,,,,,302,0,302
60,Montgomery County Public Schools,902,AUBURN ELEM,PK,5,17,,80,,93,79,95,96,82,,,,,,,,,542,0,542
60,Montgomery County Public Schools,650,AUBURN HIGH,9,12,,,,,,,,,,,,,100,104,113,93,,410,0,410
60,Montgomery County Public Schools,903,AUBURN MIDDLE,6,8,,,,,,,,,,90,92,110,,,,,,292,0,292
60,Montgomery County Public Schools,700,BELVIEW ELEM,PK,5,36,,36,,39,36,42,44,41,,,,,,,,,274,0,274
60,Montgomery County Public Schools,760,BLACKSBURG HIGH,9,12,,,,,,,,,,,,,300,299,294,281,,"1,174",0,"1,174"
60,Montgomery County Public Schools,710,BLACKSBURG MIDDLE,6,8,,,,,,,,,,325,271,293,,,,,,889,0,889
60,Montgomery County Public Schools,740,CHRISTIANSBURG ELEM,3,5,,,,,,,149,140,121,,,,,,,,,410,0,410
60,Montgomery County Public Schools,770,CHRISTIANSBURG HIGH,9,12,,,,,,,,,,,,,228,274,288,234,,"1,024",0,"1,024"
60,Montgomery County Public Schools,671,CHRISTIANSBURG MIDDLE,6,8,,,,,,,,,,246,249,277,,,,,,772,0,772
60,Montgomery County Public Schools,780,CHRISTIANSBURG PRIMARY,PK,2,18,,126,,141,131,,,,,,,,,,,,416,0,416
60,Montgomery County Public Schools,30,EASTERN MONTGOMERY ELEM,PK,5,34,,78,,74,70,75,82,84,,,,,,,,,497,0,497
60,Montgomery County Public Schools,904,EASTERN MONTGOMERY HIGH,9,12,,,,,,,,,,,,,77,81,79,58,,295,0,295
60,Montgomery County Public Schools,600,FALLING BRANCH ELEM,PK,5,18,,77,,83,72,86,97,63,,,,,,,,,496,0,496
60,Montgomery County Public Schools,750,GILBERT LINKOUS ELEM,PK,5,19,,61,,56,51,58,61,55,,,,,,,,,361,0,361
60,Montgomery County Public Schools,10,HARDING AVENUE ELEM,KG,5,0,,53,,61,62,54,47,46,,,,,,,,,323,0,323
60,Montgomery County Public Schools,901,KIPPS ELEM,KG,5,0,,64,,76,73,53,69,63,,,,,,,,,398,0,398
60,Montgomery County Public Schools,730,MARGARET BEEKS ELEM,PK,5,17,,68,,73,68,61,81,71,,,,,,,,,439,0,439
60,Montgomery County Public Schools,210,PRICES FORK ELEM,PK,5,36,,74,,62,69,67,82,61,,,,,,,,,451,0,451
60,Montgomery County Public Schools,290,SHAWSVILLE MIDDLE,6,8,,,,,,,,,,82,71,58,,,,,,211,11,222
62,Nelson County Public Schools,710,NELSON COUNTY HIGH,9,12,,,,,,,,,,,,,153,181,156,135,,625,0,625
62,Nelson County Public Schools,730,NELSON MIDDLE,6,8,,,,,,,,,,133,160,155,,,,,,448,0,448
62,Nelson County Public Schools,10,ROCKFISH RIVER ELEM,PK,5,15,,56,,55,56,61,59,63,,,,,,,,,365,0,365
62,Nelson County Public Schools,20,TYE RIVER ELEM,PK,5,23,,50,,71,78,77,84,77,,,,,,,,,460,0,460
63,New Kent County Public Schools,180,GEORGE W. WATKINS ELEM,PK,5,7,,108,,101,107,114,135,138,,,,,,,,,710,0,710
63,New Kent County Public Schools,20,NEW KENT  HIGH,9,12,,,,,,,,,,,,,257,236,249,243,,985,0,985
63,New Kent County Public Schools,10,NEW KENT ELEM,PK,5,71,,80,,119,120,112,129,123,,,,,,,,,754,0,754
63,New Kent County Public Schools,100,NEW KENT MIDDLE,6,8,,,,,,,,,,243,216,248,,,,,,707,0,707
117,Newport News City Public Schools,"1,404",ACHIEVABLE DREAM ACADEMY,PK,5,,,106,,151,133,103,92,84,,,,,,,,,669,0,669
117,Newport News City Public Schools,"1,405",ACHIEVABLE DREAM MIDDLE/HIGH,6,12,,,,,,,,,,73,81,81,59,56,48,65,,463,0,463
117,Newport News City Public Schools,"1,250",B.C. CHARLES ELEM,PK,5,,,47,,71,66,85,124,109,,,,,,,,,502,0,502
117,Newport News City Public Schools,110,B.T. WASHINGTON MIDDLE,6,8,,,,,,,,,,153,145,139,,,,,,437,0,437
117,Newport News City Public Schools,"1,170",CARVER ELEM,PK,5,10,,113,,115,113,124,119,124,,,,,,,,,718,0,718
117,Newport News City Public Schools,"1,393",CRITTENDEN MIDDLE,6,8,,,,,,,,,,359,274,274,,,,,,907,0,907
117,Newport News City Public Schools,50,DAVID A. DUTROW ELEM,PK,5,,,84,,82,83,78,77,64,,,,,,,,,468,0,468
117,Newport News City Public Schools,"1,398",DEER PARK ELEM,PK,5,,,70,,95,89,92,92,89,,,,,,,,,527,1,528
117,Newport News City Public Schools,"1,402",DENBIGH EARLY CHILDHOOD CENTER,PK,PK,529,,,,,,,,,,,,,,,,,529,5,534
117,Newport News City Public Schools,280,DENBIGH HIGH,9,12,,,,,,,,,,,,,437,328,333,268,,"1,366",0,"1,366"
117,Newport News City Public Schools,130,DISCOVERY STEM ACADEMY,KG,3,7,,90,,107,99,99,,,,,,,,,,,402,0,402
117,Newport News City Public Schools,"1,260",ETHEL M. GILDERSLEEVE MIDDLE,6,8,,,,,,,,,,343,351,338,,,,,,"1,032",0,"1,032"
117,Newport News City Public Schools,"1,408",GATEWOOD ACADEMY,PK,PK,61,,,,,,,,,,,,,,,,,61,1,62
117,Newport News City Public Schools,"1,407",GENERAL STANFORD ELEM,PK,5,,,82,,88,75,68,67,62,,,,,,,,,442,0,442
117,Newport News City Public Schools,70,GEORGE J. MCINTOSH ELEM,PK,5,22,,100,,97,76,67,80,60,,,,,,,,,502,0,502
117,Newport News City Public Schools,"1,395",HERITAGE HIGH,9,12,,,,,,,,,,,,,345,360,315,310,,"1,330",0,"1,330"
117,Newport News City Public Schools,"1,210",HIDENWOOD ELEM,PK,5,,,109,,80,80,119,117,99,,,,,,,,,604,0,604
117,Newport News City Public Schools,"1,080",HILTON ELEM,PK,5,,,49,,72,70,66,69,72,,,,,,,,,398,0,398
117,Newport News City Public Schools,"1,270",HOMER L. HINES MIDDLE,6,8,,,,,,,,,,301,308,278,,,,,,887,1,888
117,Newport News City Public Schools,"1,240",HORACE H. EPES ELEM,PK,5,,,102,,100,108,65,87,75,,,,,,,,,537,0,537
117,Newport News City Public Schools,91,HUNTINGTON MIDDLE,6,8,,,,,,,,,,155,154,192,,,,,,501,0,501
117,Newport News City Public Schools,20,J.M. DOZIER MIDDLE,6,8,,,,,,,,,,376,373,364,,,,,,"1,113",0,"1,113"
117,Newport News City Public Schools,"1,411",JOHN MARSHALL EARLY CHILDHOOD CTR,PK,KG,209,,125,,,,,,,,,,,,,,,334,0,334
117,Newport News City Public Schools,300,JOSEPH H. SAUNDERS ELEM,PK,5,1,,129,,109,143,109,109,108,,,,,,,,,708,0,708
117,Newport News City Public Schools,"1,290",KILN CREEK ELEM,PK,5,,,129,,114,116,118,124,112,,,,,,,,,713,0,713
117,Newport News City Public Schools,200,L.F. PALMER ELEM,PK,5,,,80,,76,69,73,96,85,,,,,,,,,479,0,479
117,Newport News City Public Schools,"1,409",LEE HALL EARLY CHILDHOOD CENTER,PK,PK,177,,,,,,,,,,,,,,,,,177,0,177
117,Newport News City Public Schools,"1,180",LEE HALL ELEM,PK,5,13,,100,,97,101,98,93,102,,,,,,,,,604,0,604
117,Newport News City Public Schools,"1,400",MARY PASSAGE MIDDLE,6,8,,,,,,,,,,266,254,289,,,,,,809,0,809
117,Newport News City Public Schools,"1,220",MENCHVILLE HIGH,9,12,,,,,,,,,,,,,407,386,385,367,,"1,545",0,"1,545"
117,Newport News City Public Schools,"1,120",NEWSOME PARK ELEM,PK,5,,,2,,100,118,82,89,97,,,,,,,,,488,0,488
117,Newport News City Public Schools,150,OLIVER C. GREENWOOD ELEM,PK,5,,,133,,122,104,136,122,100,,,,,,,,,717,0,717
117,Newport News City Public Schools,310,R.O. NELSON ELEM,PK,5,15,,84,,92,85,100,112,101,,,,,,,,,589,1,590
117,Newport News City Public Schools,270,RICHARD T. YATES ELEM,PK,5,,,57,,54,81,89,92,83,,,,,,,,,456,0,456
117,Newport News City Public Schools,"1,230",RICHNECK ELEM,PK,5,,,100,,108,107,134,138,110,,,,,,,,,697,0,697
117,Newport News City Public Schools,"1,150",RIVERSIDE ELEM,PK,5,,,74,,74,82,109,123,107,,,,,,,,,569,0,569
117,Newport News City Public Schools,250,SEDGEFIELD ELEM,PK,5,,,75,,79,81,89,115,114,,,,,,,,,553,0,553
117,Newport News City Public Schools,290,T. RYLAND SANFORD ELEM,PK,5,,,93,,90,108,91,105,91,,,,,,,,,578,0,578
117,Newport News City Public Schools,"1,070",WARWICK HIGH,9,12,,,,,,,,,,,,,416,434,312,333,,"1,495",0,"1,495"
117,Newport News City Public Schools,"1,410",WATKINS EARLY CHILDHOOD CENTER,PK,PK,526,,,,,,,,,,,,,,,,,526,8,534
117,Newport News City Public Schools,320,WILLIS A. JENKINS ELEM,PK,5,,,87,,54,88,65,64,69,,,,,,,,,427,0,427
117,Newport News City Public Schools,"1,396",WOODSIDE HIGH,9,12,,,,,,,,,,,,,540,544,447,453,,"1,984",0,"1,984"
118,Norfolk City Public Schools,185,ACADEMY FOR DISCOVERY AT LAKEWOOD,3,8,,,,,,,91,118,95,186,204,104,,,,,,798,0,798
118,Norfolk City Public Schools,760,AZALEA MIDDLE,6,8,,,,,,,,,,318,312,306,,,,,,936,0,936
118,Norfolk City Public Schools,250,BAY VIEW ELEM,PK,5,85,,98,,109,136,86,108,101,,,,,,,,,723,0,723
118,Norfolk City Public Schools,510,BERKLEY/CAMPOSTELLA EARLY CHILDHOOD CENTER,PK,PK,172,,,,,,,,,,,,,,,,,172,0,172
118,Norfolk City Public Schools,20,BLAIR MIDDLE,6,8,,,,,,,,,,393,398,432,,,,,,"1,223",0,"1,223"
118,Norfolk City Public Schools,880,BOOKER T. WASHINGTON HIGH,9,12,,,,,,,,,,,,,392,255,177,146,2,972,0,972
118,Norfolk City Public Schools,40,CAMP ALLEN ELEM,PK,5,64,,83,,57,67,53,50,54,,,,,,,,,428,0,428
118,Norfolk City Public Schools,220,CHESTERFIELD ACADEMY ELEM,PK,5,73,,58,,66,71,49,53,47,,,,,,,,,417,0,417
118,Norfolk City Public Schools,550,COLEMAN PLACE ELEM,PK,5,107,,112,,105,106,110,111,97,,,,,,,,,748,0,748
118,Norfolk City Public Schools,560,CROSSROADS SCHOOL,PK,8,35,,108,,114,106,103,121,90,74,70,51,,,,,,872,0,872
118,Norfolk City Public Schools,740,EASTON PRESCHOOL,PK,PK,173,,,,,,,,,,,,,,,,,173,0,173
118,Norfolk City Public Schools,750,FAIRLAWN ELEM,3,5,,,,,,,87,87,74,,,,,,,,,248,0,248
118,Norfolk City Public Schools,90,GHENT SCHOOL,KG,8,,,63,,61,61,59,59,59,50,49,50,,,,,,511,0,511
118,Norfolk City Public Schools,420,GRANBY ELEM,PK,5,73,,108,,87,91,72,70,71,,,,,,,,,572,0,572
118,Norfolk City Public Schools,390,GRANBY HIGH,9,12,,,,,,,,,,,,,777,535,335,439,2,"2,088",0,"2,088"
118,Norfolk City Public Schools,610,INGLESIDE ELEM,PK,5,84,,92,,82,81,71,70,73,,,,,,,,,553,0,553
118,Norfolk City Public Schools,430,JACOX ELEM,PK,5,90,,109,,121,117,104,91,86,,,,,,,,,718,0,718
118,Norfolk City Public Schools,131,JAMES MONROE ELEM,PK,5,51,,57,,57,51,44,44,56,,,,,,,,,360,0,360
118,Norfolk City Public Schools,840,LAKE TAYLOR HIGH,9,12,,,,,,,,,,,,,555,318,246,131,5,"1,255",0,"1,255"
118,Norfolk City Public Schools,790,LAKE TAYLOR MIDDLE,6,8,,,,,,,,,,185,258,251,,,,,,694,0,694
118,Norfolk City Public Schools,210,LARCHMONT ELEM,PK,5,17,,88,,93,111,78,85,70,,,,,,,,,542,0,542
